,loan_amnt,grade,issue_d,purpose,last_pymnt_d
1628,24000,B,Dec-18,major_purchase,Jan-19
1629,20000,A,Dec-18,debt_consolidation,Feb-19
1630,5500,B,Dec-18,credit_card,Feb-19
1631,21775,B,Dec-18,credit_card,Feb-19
1632,8000,B,Dec-18,credit_card,Feb-19
1633,22400,D,Dec-18,renewable_energy,Jan-19
1634,3475,C,Dec-18,debt_consolidation,Feb-19
1635,30000,A,Dec-18,debt_consolidation,Feb-19
1636,20000,A,Dec-18,home_improvement,Feb-19
1637,20000,B,Dec-18,debt_consolidation,Feb-19
1638,12000,B,Dec-18,debt_consolidation,Feb-19
1639,14000,B,Dec-18,debt_consolidation,Feb-19
1640,10000,A,Dec-18,debt_consolidation,Feb-19
1641,11575,C,Dec-18,credit_card,Feb-19
1642,10500,A,Dec-18,credit_card,Feb-19
1643,27500,B,Dec-18,car,Feb-19
1644,18000,B,Dec-18,debt_consolidation,Feb-19
1645,27000,A,Dec-18,debt_consolidation,Feb-19
1646,20500,A,Dec-18,debt_consolidation,Feb-19
1647,40000,A,Dec-18,debt_consolidation,Feb-19
1648,30000,A,Dec-18,debt_consolidation,Feb-19
1649,12000,A,Dec-18,credit_card,Feb-19
1650,40000,A,Dec-18,credit_card,Feb-19
1651,16000,A,Dec-18,credit_card,Jan-19
1652,12000,B,Dec-18,debt_consolidation,Feb-19
1653,16000,A,Dec-18,debt_consolidation,Feb-19
1654,6500,D,Dec-18,home_improvement,Feb-19
1655,10000,A,Dec-18,debt_consolidation,Feb-19
1656,30000,A,Dec-18,debt_consolidation,Feb-19
1657,20000,D,Dec-18,debt_consolidation,Feb-19
1658,25600,D,Dec-18,debt_consolidation,Feb-19
1659,15000,C,Dec-18,debt_consolidation,Feb-19
1660,23000,C,Dec-18,credit_card,Feb-19
1661,15000,D,Dec-18,debt_consolidation,Feb-19
1662,3025,B,Dec-18,home_improvement,Feb-19
1663,20000,A,Dec-18,debt_consolidation,Feb-19
1664,8000,B,Dec-18,credit_card,Feb-19
1665,35000,B,Dec-18,debt_consolidation,Feb-19
1666,12000,B,Dec-18,credit_card,Feb-19
1667,4800,A,Dec-18,credit_card,Feb-19
1668,1300,B,Dec-18,house,Feb-19
1669,6000,A,Dec-18,credit_card,Feb-19
1670,15000,B,Dec-18,debt_consolidation,Feb-19
1671,2800,B,Dec-18,debt_consolidation,Feb-19
1672,29350,D,Dec-18,moving,Feb-19
1673,7000,A,Dec-18,credit_card,Feb-19
1674,9400,B,Dec-18,car,Feb-19
1675,16000,C,Dec-18,debt_consolidation,Feb-19
1676,35000,B,Dec-18,debt_consolidation,Feb-19
1677,20000,C,Dec-18,credit_card,Feb-19
1678,30000,A,Dec-18,debt_consolidation,Feb-19
1679,30000,C,Dec-18,debt_consolidation,Feb-19
1680,20000,B,Dec-18,debt_consolidation,Feb-19
1681,1600,A,Dec-18,credit_card,Feb-19
1682,13000,A,Dec-18,credit_card,Feb-19
1683,12000,A,Dec-18,major_purchase,Feb-19
1684,10000,E,Dec-18,debt_consolidation,Feb-19
1685,15000,A,Dec-18,credit_card,Feb-19
1686,28000,C,Dec-18,debt_consolidation,Feb-19
1687,5500,B,Dec-18,car,Feb-19
1688,4400,D,Dec-18,home_improvement,Feb-19
1689,16000,C,Dec-18,credit_card,Feb-19
1690,10000,A,Dec-18,moving,Feb-19
1691,20000,B,Dec-18,debt_consolidation,Feb-19
1692,15000,B,Dec-18,debt_consolidation,Feb-19
1693,10000,A,Dec-18,debt_consolidation,Feb-19
1694,26500,C,Dec-18,credit_card,Feb-19
1695,35000,A,Dec-18,credit_card,Feb-19
1696,12500,A,Dec-18,debt_consolidation,Feb-19
1697,27000,A,Dec-18,debt_consolidation,Feb-19
1698,25000,C,Dec-18,car,Feb-19
1699,1500,C,Dec-18,major_purchase,Feb-19
1700,20000,B,Dec-18,debt_consolidation,Feb-19
1701,10500,A,Dec-18,credit_card,Feb-19
1702,2500,B,Dec-18,major_purchase,Feb-19
1703,12000,C,Dec-18,debt_consolidation,Feb-19
1704,11875,A,Dec-18,credit_card,Feb-19
1705,15000,B,Dec-18,debt_consolidation,Feb-19
1706,10000,A,Dec-18,debt_consolidation,Feb-19
1707,40000,A,Dec-18,credit_card,Feb-19
1708,14000,A,Dec-18,debt_consolidation,Feb-19
1709,6000,A,Dec-18,credit_card,Feb-19
1710,1000,F,Dec-18,other,Feb-19
1711,15000,A,Dec-18,debt_consolidation,Feb-19
1712,7000,B,Dec-18,debt_consolidation,Feb-19
1713,30000,B,Dec-18,debt_consolidation,Feb-19
1714,7200,C,Dec-18,home_improvement,Feb-19
1715,29000,A,Dec-18,debt_consolidation,Jan-19
1716,22400,B,Dec-18,credit_card,Feb-19
1717,12000,A,Dec-18,debt_consolidation,Feb-19
1718,10000,D,Dec-18,debt_consolidation,Feb-19
1719,6000,B,Dec-18,debt_consolidation,Feb-19
1720,30000,A,Dec-18,other,Feb-19
1721,10000,C,Dec-18,credit_card,Feb-19
1722,10000,A,Dec-18,credit_card,Feb-19
1723,25000,B,Dec-18,credit_card,Feb-19
1724,8000,A,Dec-18,debt_consolidation,Feb-19
1725,20000,A,Dec-18,debt_consolidation,Feb-19
1726,40000,B,Dec-18,credit_card,Feb-19
1727,30000,C,Dec-18,debt_consolidation,Feb-19
1728,6000,A,Dec-18,debt_consolidation,Feb-19
1729,20000,C,Dec-18,debt_consolidation,Feb-19
1730,40000,A,Dec-18,debt_consolidation,Feb-19
1731,1000,B,Dec-18,debt_consolidation,Feb-19
1732,4500,B,Dec-18,credit_card,Feb-19
1733,6000,A,Dec-18,debt_consolidation,Feb-19
1734,6050,A,Dec-18,credit_card,Feb-19
1735,24000,A,Dec-18,credit_card,Feb-19
1736,15000,E,Dec-18,debt_consolidation,Feb-19
1737,10000,B,Dec-18,credit_card,Feb-19
1738,12000,A,Dec-18,credit_card,Feb-19
1739,9600,C,Dec-18,moving,Feb-19
1740,20000,E,Dec-18,debt_consolidation,Feb-19
1741,30000,C,Dec-18,debt_consolidation,Feb-19
1742,12000,B,Dec-18,major_purchase,Feb-19
1743,9000,A,Dec-18,debt_consolidation,Feb-19
1744,20000,A,Dec-18,debt_consolidation,Feb-19
1745,20000,A,Dec-18,small_business,Feb-19
1746,8500,A,Dec-18,credit_card,Feb-19
1747,10000,A,Dec-18,credit_card,Feb-19
1748,3000,D,Dec-18,home_improvement,Feb-19
1749,10000,A,Dec-18,other,Feb-19
1750,30000,B,Dec-18,debt_consolidation,Feb-19
1751,9600,C,Dec-18,other,Feb-19
1752,5000,D,Dec-18,debt_consolidation,Feb-19
1753,10000,C,Dec-18,credit_card,Feb-19
1754,10000,B,Dec-18,credit_card,Feb-19
1755,8000,A,Dec-18,debt_consolidation,Feb-19
1756,35000,C,Dec-18,credit_card,Feb-19
1757,30375,B,Dec-18,credit_card,Feb-19
1758,5000,D,Dec-18,other,Feb-19
1759,5500,A,Dec-18,debt_consolidation,Feb-19
1760,30000,A,Dec-18,credit_card,Feb-19
1761,19200,B,Dec-18,debt_consolidation,Feb-19
1762,40000,A,Dec-18,debt_consolidation,Feb-19
1763,40000,A,Dec-18,debt_consolidation,Feb-19
1764,20000,B,Dec-18,credit_card,Feb-19
1765,3600,B,Dec-18,debt_consolidation,Feb-19
1766,12000,A,Dec-18,credit_card,Feb-19
1767,24000,A,Dec-18,debt_consolidation,Feb-19
1768,20000,D,Dec-18,debt_consolidation,Feb-19
1769,25000,A,Dec-18,credit_card,Feb-19
1770,10000,A,Dec-18,major_purchase,Feb-19
1771,10000,C,Dec-18,home_improvement,Feb-19
1772,21000,D,Dec-18,debt_consolidation,Feb-19
1773,20000,C,Dec-18,credit_card,Feb-19
1774,3000,B,Dec-18,vacation,Feb-19
1775,7500,A,Dec-18,debt_consolidation,Feb-19
1776,26500,C,Dec-18,credit_card,Feb-19
1777,20975,A,Dec-18,debt_consolidation,
1778,6600,A,Dec-18,credit_card,Feb-19
1779,40000,A,Dec-18,debt_consolidation,Feb-19
1780,25000,B,Dec-18,debt_consolidation,Feb-19
1781,20000,C,Dec-18,debt_consolidation,Feb-19
1782,5000,C,Dec-18,home_improvement,Feb-19
1783,10000,B,Dec-18,debt_consolidation,Feb-19
1784,15000,A,Dec-18,debt_consolidation,Feb-19
1785,32475,B,Dec-18,debt_consolidation,Feb-19
1786,10000,D,Dec-18,debt_consolidation,Feb-19
1787,4000,B,Dec-18,other,Feb-19
1788,20000,C,Dec-18,debt_consolidation,Feb-19
1789,19800,C,Dec-18,debt_consolidation,Feb-19
1790,35000,A,Dec-18,debt_consolidation,Feb-19
1791,2000,C,Dec-18,debt_consolidation,Feb-19
1792,10000,A,Dec-18,credit_card,Feb-19
1793,11500,B,Dec-18,debt_consolidation,Feb-19
1794,40000,A,Dec-18,debt_consolidation,Feb-19
1795,10000,E,Dec-18,debt_consolidation,Feb-19
1796,10000,C,Dec-18,debt_consolidation,Feb-19
1797,3000,A,Dec-18,debt_consolidation,Feb-19
1798,30000,B,Dec-18,debt_consolidation,Feb-19
1799,16000,B,Dec-18,debt_consolidation,Feb-19
1800,15000,A,Dec-18,credit_card,Feb-19
1801,8750,E,Dec-18,credit_card,Feb-19
1802,10000,D,Dec-18,debt_consolidation,Feb-19
1803,21000,B,Dec-18,major_purchase,Feb-19
1804,18500,B,Dec-18,debt_consolidation,Feb-19
1805,4000,D,Dec-18,vacation,Feb-19
1806,10000,A,Dec-18,credit_card,Feb-19
1807,15000,E,Dec-18,debt_consolidation,Feb-19
1808,24000,D,Dec-18,debt_consolidation,Feb-19
1809,18000,B,Dec-18,debt_consolidation,Feb-19
1810,16000,C,Dec-18,small_business,Feb-19
1811,10000,D,Dec-18,home_improvement,Feb-19
1812,20000,C,Dec-18,debt_consolidation,Feb-19
1813,20000,C,Dec-18,debt_consolidation,Feb-19
1814,2000,B,Dec-18,other,Feb-19
1815,15000,B,Dec-18,other,Feb-19
1816,15000,A,Dec-18,debt_consolidation,Feb-19
1817,35000,C,Dec-18,debt_consolidation,Feb-19
1818,10000,A,Dec-18,credit_card,Feb-19
1819,22000,A,Dec-18,debt_consolidation,Feb-19
1820,30000,B,Dec-18,debt_consolidation,Feb-19
1821,15000,A,Dec-18,credit_card,Feb-19
1822,17000,A,Dec-18,credit_card,Feb-19
1823,22600,B,Dec-18,credit_card,Feb-19
1824,6000,A,Dec-18,home_improvement,Feb-19
1825,11000,A,Dec-18,debt_consolidation,Feb-19
1826,4000,A,Dec-18,house,Feb-19
1827,9000,A,Dec-18,debt_consolidation,Feb-19
1828,11000,A,Dec-18,credit_card,Feb-19
1829,20000,A,Dec-18,other,Feb-19
1830,26000,D,Dec-18,debt_consolidation,Feb-19
1831,21000,B,Dec-18,debt_consolidation,Feb-19
1832,8800,E,Dec-18,credit_card,Feb-19
1833,11375,D,Dec-18,home_improvement,Feb-19
1834,5500,D,Dec-18,vacation,Feb-19
1835,13000,D,Dec-18,debt_consolidation,Feb-19
1836,14400,C,Dec-18,debt_consolidation,Feb-19
1837,30000,A,Dec-18,debt_consolidation,Feb-19
1838,40000,A,Dec-18,small_business,Feb-19
1839,30000,D,Dec-18,debt_consolidation,Feb-19
1840,2500,A,Dec-18,credit_card,Feb-19
1841,14500,B,Dec-18,credit_card,Feb-19
1842,26000,C,Dec-18,debt_consolidation,Feb-19
1843,36000,B,Dec-18,credit_card,Feb-19
1844,16000,B,Dec-18,major_purchase,Feb-19
1845,10000,D,Dec-18,credit_card,Feb-19
1846,8400,C,Dec-18,debt_consolidation,Feb-19
1847,30000,D,Dec-18,other,Feb-19
1848,30000,D,Dec-18,debt_consolidation,Feb-19
1849,28000,A,Dec-18,credit_card,Feb-19
1850,10700,A,Dec-18,credit_card,Feb-19
1851,5000,B,Dec-18,debt_consolidation,Feb-19
1852,40000,B,Dec-18,home_improvement,Feb-19
1853,30000,A,Dec-18,debt_consolidation,Feb-19
1854,8000,B,Dec-18,debt_consolidation,Feb-19
1855,6800,B,Dec-18,major_purchase,Feb-19
1856,15000,A,Dec-18,debt_consolidation,Feb-19
1857,1200,E,Dec-18,vacation,Feb-19
1858,20000,A,Dec-18,debt_consolidation,Feb-19
1859,7500,A,Dec-18,credit_card,Feb-19
1860,40000,A,Dec-18,debt_consolidation,Feb-19
1861,7000,C,Dec-18,home_improvement,Feb-19
1862,25000,E,Dec-18,debt_consolidation,Feb-19
1863,11000,A,Dec-18,credit_card,Feb-19
1864,20000,C,Dec-18,debt_consolidation,Feb-19
1865,36000,D,Dec-18,debt_consolidation,Feb-19
1866,6500,A,Dec-18,credit_card,Feb-19
1867,9000,A,Dec-18,debt_consolidation,Feb-19
1868,9600,D,Dec-18,other,Feb-19
1869,8000,A,Dec-18,home_improvement,Feb-19
1870,25000,B,Dec-18,debt_consolidation,Feb-19
1871,16000,B,Dec-18,credit_card,Feb-19
1872,11000,B,Dec-18,debt_consolidation,Feb-19
1873,12000,B,Dec-18,credit_card,Feb-19
1874,40000,B,Dec-18,debt_consolidation,Feb-19
1875,10000,A,Dec-18,other,Jan-19
1876,4500,C,Dec-18,credit_card,Feb-19
1877,36000,A,Dec-18,home_improvement,Feb-19
1878,10000,B,Dec-18,credit_card,Feb-19
1879,3000,A,Dec-18,debt_consolidation,Feb-19
1880,40000,C,Dec-18,debt_consolidation,Feb-19
1881,25000,C,Dec-18,debt_consolidation,Feb-19
1882,3500,A,Dec-18,credit_card,Feb-19
1883,12975,D,Dec-18,credit_card,Feb-19
1884,12000,A,Dec-18,debt_consolidation,Feb-19
1885,15000,B,Dec-18,debt_consolidation,Feb-19
1886,10800,A,Dec-18,debt_consolidation,Feb-19
1887,7200,B,Dec-18,credit_card,Feb-19
1888,10000,C,Dec-18,debt_consolidation,Jan-19
1889,40000,A,Dec-18,debt_consolidation,Feb-19
1890,26500,D,Dec-18,debt_consolidation,Feb-19
1891,20000,A,Dec-18,debt_consolidation,Feb-19
1892,25000,B,Dec-18,home_improvement,Feb-19
1893,31975,B,Dec-18,home_improvement,Feb-19
1894,10000,B,Dec-18,debt_consolidation,Feb-19
1895,10000,C,Dec-18,debt_consolidation,Feb-19
1896,20000,C,Dec-18,debt_consolidation,Feb-19
1897,6300,A,Dec-18,debt_consolidation,Feb-19
1898,38000,C,Dec-18,debt_consolidation,Feb-19
1899,15000,C,Dec-18,debt_consolidation,Feb-19
1900,1800,B,Dec-18,other,Feb-19
1901,16000,C,Dec-18,debt_consolidation,Feb-19
1902,40000,C,Dec-18,debt_consolidation,Feb-19
1903,20500,A,Dec-18,credit_card,Feb-19
1904,35000,C,Dec-18,credit_card,Feb-19
1905,20000,C,Dec-18,home_improvement,Feb-19
1906,14000,C,Dec-18,other,Feb-19
1907,30000,C,Dec-18,debt_consolidation,Feb-19
1908,9000,D,Dec-18,debt_consolidation,Feb-19
1909,35000,A,Dec-18,debt_consolidation,Feb-19
1910,34400,C,Dec-18,debt_consolidation,Feb-19
1911,19575,B,Dec-18,debt_consolidation,Feb-19
1912,7000,A,Dec-18,medical,Feb-19
1913,21000,D,Dec-18,major_purchase,Feb-19
1914,4900,C,Dec-18,other,Feb-19
1915,3000,C,Dec-18,debt_consolidation,Feb-19
1916,8000,A,Dec-18,credit_card,Feb-19
1917,40000,A,Dec-18,credit_card,Feb-19
1918,30000,C,Dec-18,credit_card,Feb-19
1919,5400,B,Dec-18,credit_card,Feb-19
1920,8000,A,Dec-18,credit_card,Feb-19
1921,5000,E,Dec-18,major_purchase,Feb-19
1922,7000,C,Dec-18,medical,Feb-19
1923,18000,A,Dec-18,debt_consolidation,Feb-19
1924,1000,E,Dec-18,other,Jan-19
1925,8400,A,Dec-18,debt_consolidation,Feb-19
1926,25000,A,Dec-18,debt_consolidation,Feb-19
1927,5000,A,Dec-18,debt_consolidation,Feb-19
1928,25000,C,Dec-18,debt_consolidation,Feb-19
1929,40000,B,Dec-18,debt_consolidation,Feb-19
1930,1500,E,Dec-18,other,Feb-19
1931,6000,B,Dec-18,credit_card,Feb-19
1932,3000,E,Dec-18,debt_consolidation,Feb-19
1933,19500,A,Dec-18,credit_card,Feb-19
1934,30000,B,Dec-18,debt_consolidation,Feb-19
1935,15000,D,Dec-18,debt_consolidation,Feb-19
1936,20000,C,Dec-18,debt_consolidation,Feb-19
1937,1000,E,Dec-18,debt_consolidation,Feb-19
1938,20000,D,Dec-18,debt_consolidation,Feb-19
1939,5000,A,Dec-18,debt_consolidation,Feb-19
1940,2000,A,Dec-18,credit_card,Feb-19
1941,15000,A,Dec-18,debt_consolidation,Feb-19
1942,25000,A,Dec-18,credit_card,Feb-19
1943,35000,C,Dec-18,debt_consolidation,Feb-19
1944,25000,A,Dec-18,car,Jan-19
1945,32000,C,Dec-18,debt_consolidation,Feb-19
1946,15000,A,Dec-18,house,Feb-19
1947,19000,A,Dec-18,credit_card,Feb-19
1948,20000,D,Dec-18,home_improvement,Feb-19
1949,10000,C,Dec-18,debt_consolidation,Feb-19
1950,20000,B,Dec-18,other,Feb-19
1951,15000,B,Dec-18,debt_consolidation,Feb-19
1952,7800,B,Dec-18,other,Feb-19
1953,5000,B,Dec-18,credit_card,Feb-19
1954,10000,C,Dec-18,home_improvement,Feb-19
1955,28000,C,Dec-18,debt_consolidation,Feb-19
1956,25000,A,Dec-18,credit_card,Feb-19
1957,15000,A,Dec-18,credit_card,Feb-19
1958,22000,A,Dec-18,credit_card,Feb-19
1959,36000,B,Dec-18,credit_card,Feb-19
1960,35000,A,Dec-18,debt_consolidation,Feb-19
1961,10000,C,Dec-18,debt_consolidation,Feb-19
1962,16000,C,Dec-18,debt_consolidation,Feb-19
1963,20000,B,Dec-18,debt_consolidation,Feb-19
1964,8000,A,Dec-18,credit_card,Feb-19
1965,7000,A,Dec-18,debt_consolidation,Feb-19
1966,20000,D,Dec-18,debt_consolidation,Feb-19
1967,14000,C,Dec-18,credit_card,Jan-19
1968,11000,B,Dec-18,debt_consolidation,Feb-19
1969,29750,C,Dec-18,debt_consolidation,Feb-19
1970,13000,E,Dec-18,debt_consolidation,Feb-19
1971,6000,C,Dec-18,debt_consolidation,Feb-19
1972,25600,C,Dec-18,debt_consolidation,Feb-19
1973,10000,C,Dec-18,debt_consolidation,Feb-19
1974,39500,A,Dec-18,credit_card,Feb-19
1975,17500,B,Dec-18,debt_consolidation,Feb-19
1976,30000,B,Dec-18,other,Feb-19
1977,8000,E,Dec-18,debt_consolidation,Feb-19
1978,10000,A,Dec-18,debt_consolidation,Feb-19
1979,12000,A,Dec-18,credit_card,Feb-19
1980,14400,A,Dec-18,debt_consolidation,Feb-19
1981,18000,C,Dec-18,debt_consolidation,Feb-19
1982,4000,A,Dec-18,debt_consolidation,Feb-19
1983,35000,B,Dec-18,debt_consolidation,Feb-19
1984,19000,A,Dec-18,credit_card,Feb-19
1985,40000,B,Dec-18,debt_consolidation,Feb-19
1986,5000,B,Dec-18,debt_consolidation,Feb-19
1987,33500,C,Dec-18,credit_card,Feb-19
1988,37200,A,Dec-18,other,Feb-19
1989,23000,B,Dec-18,credit_card,Feb-19
1990,2000,A,Dec-18,debt_consolidation,Feb-19
1991,16000,C,Dec-18,credit_card,Feb-19
1992,6400,A,Dec-18,debt_consolidation,Feb-19
1993,20000,A,Dec-18,debt_consolidation,Feb-19
1994,20500,A,Dec-18,credit_card,Feb-19
1995,15000,E,Dec-18,debt_consolidation,Feb-19
1996,6300,D,Dec-18,debt_consolidation,Jan-19
1997,6500,B,Dec-18,credit_card,Feb-19
1998,4000,A,Dec-18,credit_card,Feb-19
1999,3000,A,Dec-18,debt_consolidation,Feb-19
2000,5000,B,Dec-18,home_improvement,Feb-19
2001,8000,C,Dec-18,debt_consolidation,Feb-19
2002,8500,D,Dec-18,other,Feb-19
2003,16000,B,Dec-18,credit_card,Feb-19
2004,16000,A,Dec-18,debt_consolidation,Feb-19
2005,10000,C,Dec-18,other,Feb-19
2006,8000,B,Dec-18,debt_consolidation,Feb-19
2007,40000,A,Dec-18,home_improvement,Feb-19
2008,7000,D,Dec-18,debt_consolidation,Feb-19
2009,4400,A,Dec-18,credit_card,Feb-19
2010,26000,B,Dec-18,home_improvement,Feb-19
2011,20000,C,Dec-18,debt_consolidation,Feb-19
2012,5500,B,Dec-18,credit_card,Feb-19
2013,16000,C,Dec-18,credit_card,Feb-19
2014,6000,C,Dec-18,debt_consolidation,Feb-19
2015,2000,E,Dec-18,debt_consolidation,Feb-19
2016,20000,B,Dec-18,debt_consolidation,Feb-19
2017,10000,A,Dec-18,credit_card,Feb-19
2018,40000,C,Dec-18,debt_consolidation,Feb-19
2019,11000,E,Dec-18,debt_consolidation,Feb-19
2020,40000,A,Dec-18,credit_card,Feb-19
2021,3000,C,Dec-18,other,Feb-19
2022,30000,A,Dec-18,credit_card,Feb-19
2023,12000,A,Dec-18,other,Feb-19
2024,25000,B,Dec-18,debt_consolidation,Feb-19
2025,4000,B,Dec-18,debt_consolidation,Feb-19
2026,10000,C,Dec-18,home_improvement,Feb-19
2027,25000,A,Dec-18,debt_consolidation,Feb-19
2028,5000,A,Dec-18,home_improvement,Feb-19
2029,6400,D,Dec-18,other,Feb-19
2030,15000,A,Dec-18,credit_card,Feb-19
2031,30000,A,Dec-18,other,Feb-19
2032,20000,B,Dec-18,debt_consolidation,Feb-19
2033,12000,B,Dec-18,home_improvement,Feb-19
2034,24000,D,Dec-18,debt_consolidation,Feb-19
2035,20000,C,Dec-18,debt_consolidation,Feb-19
2036,20000,A,Dec-18,debt_consolidation,Feb-19
2037,16000,B,Dec-18,debt_consolidation,Feb-19
2038,29575,E,Dec-18,debt_consolidation,Feb-19
2039,11000,A,Dec-18,credit_card,Feb-19
2040,31000,B,Dec-18,credit_card,Feb-19
2041,15000,A,Dec-18,credit_card,Feb-19
2042,20000,A,Dec-18,debt_consolidation,Feb-19
2043,23000,B,Dec-18,credit_card,Feb-19
2044,15000,B,Dec-18,credit_card,Feb-19
2045,30000,A,Dec-18,debt_consolidation,Feb-19
2046,1500,C,Dec-18,debt_consolidation,Feb-19
2047,25000,A,Dec-18,debt_consolidation,Feb-19
2048,15000,A,Dec-18,debt_consolidation,Feb-19
2049,10000,C,Dec-18,credit_card,Feb-19
2050,16000,D,Dec-18,debt_consolidation,Feb-19
2051,34925,B,Dec-18,debt_consolidation,Feb-19
2052,12000,C,Dec-18,debt_consolidation,Feb-19
2053,15000,C,Dec-18,major_purchase,Feb-19
2054,30000,A,Dec-18,debt_consolidation,Feb-19
2055,14000,C,Dec-18,home_improvement,Feb-19
2056,12000,B,Dec-18,debt_consolidation,Feb-19
2057,30000,A,Dec-18,debt_consolidation,Feb-19
2058,10000,B,Dec-18,credit_card,Feb-19
2059,7200,C,Dec-18,major_purchase,Feb-19
2060,5000,A,Dec-18,credit_card,Feb-19
2061,27000,C,Dec-18,debt_consolidation,Feb-19
2062,25000,A,Dec-18,debt_consolidation,Feb-19
2063,3500,A,Dec-18,medical,Feb-19
2064,33600,B,Dec-18,credit_card,Feb-19
2065,40000,A,Dec-18,credit_card,Feb-19
2066,4800,B,Dec-18,debt_consolidation,Feb-19
2067,14000,C,Dec-18,credit_card,Feb-19
2068,35800,A,Dec-18,debt_consolidation,Feb-19
2069,10500,B,Dec-18,credit_card,Feb-19
2070,8000,A,Dec-18,credit_card,Feb-19
2071,35000,C,Dec-18,debt_consolidation,Feb-19
2072,2500,D,Dec-18,medical,Feb-19
2073,15000,D,Dec-18,debt_consolidation,Feb-19
2074,3000,B,Dec-18,credit_card,Feb-19
2075,20000,C,Dec-18,debt_consolidation,Feb-19
2076,5000,B,Dec-18,credit_card,Feb-19
2077,32000,A,Dec-18,credit_card,Feb-19
2078,31750,A,Dec-18,debt_consolidation,Feb-19
2079,13575,B,Dec-18,debt_consolidation,Feb-19
2080,16000,A,Dec-18,credit_card,Feb-19
2081,20000,B,Dec-18,home_improvement,Feb-19
2082,14400,C,Dec-18,credit_card,Feb-19
2083,40000,C,Dec-18,debt_consolidation,Feb-19
2084,25000,C,Dec-18,home_improvement,Feb-19
2085,15600,C,Dec-18,debt_consolidation,Feb-19
2086,18000,A,Dec-18,home_improvement,Feb-19
2087,10000,C,Dec-18,credit_card,Feb-19
2088,20000,A,Dec-18,debt_consolidation,Feb-19
2089,10000,B,Dec-18,credit_card,Feb-19
2090,8825,A,Dec-18,credit_card,Feb-19
2091,6000,C,Dec-18,other,Feb-19
2092,7475,E,Dec-18,other,Feb-19
2093,12000,A,Dec-18,home_improvement,Feb-19
2094,10000,E,Dec-18,credit_card,Feb-19
2095,9000,A,Dec-18,credit_card,Feb-19
2096,18000,B,Dec-18,debt_consolidation,Feb-19
2097,20000,B,Dec-18,credit_card,Feb-19
2098,6000,B,Dec-18,other,Feb-19
2099,27000,A,Dec-18,credit_card,Feb-19
2100,35000,B,Dec-18,debt_consolidation,Feb-19
2101,6000,A,Dec-18,car,Feb-19
2102,33600,D,Dec-18,debt_consolidation,Feb-19
2103,6200,C,Dec-18,debt_consolidation,Feb-19
2104,35000,D,Dec-18,house,Feb-19
2105,10000,B,Dec-18,debt_consolidation,Feb-19
2106,5600,A,Dec-18,home_improvement,Feb-19
2107,31000,C,Dec-18,credit_card,Feb-19
2108,20000,B,Dec-18,debt_consolidation,Feb-19
2109,9600,A,Dec-18,credit_card,Feb-19
2110,6000,A,Dec-18,credit_card,Feb-19
2111,10000,D,Dec-18,debt_consolidation,Feb-19
2112,30175,B,Dec-18,debt_consolidation,Feb-19
2113,16000,C,Dec-18,debt_consolidation,Feb-19
2114,15000,D,Dec-18,debt_consolidation,Feb-19
2115,40000,C,Dec-18,home_improvement,Feb-19
2116,16500,A,Dec-18,credit_card,Feb-19
2117,20000,B,Dec-18,debt_consolidation,Feb-19
2118,16800,D,Dec-18,debt_consolidation,Feb-19
2119,7000,E,Dec-18,debt_consolidation,Feb-19
2120,6500,B,Dec-18,home_improvement,Feb-19
2121,35000,B,Dec-18,debt_consolidation,Feb-19
2122,5000,A,Dec-18,debt_consolidation,Feb-19
2123,2000,B,Dec-18,other,Feb-19
2124,8200,C,Dec-18,debt_consolidation,Feb-19
2125,7200,A,Dec-18,credit_card,Feb-19
2126,8000,A,Dec-18,debt_consolidation,Feb-19
2127,9600,A,Dec-18,debt_consolidation,Feb-19
2128,2500,A,Dec-18,other,Feb-19
2129,5000,B,Dec-18,credit_card,Feb-19
2130,25000,C,Dec-18,debt_consolidation,Feb-19
2131,28800,E,Dec-18,debt_consolidation,Feb-19
2132,16200,B,Dec-18,debt_consolidation,Feb-19
2133,12000,B,Dec-18,small_business,Feb-19
2134,24000,C,Dec-18,debt_consolidation,Feb-19
2135,11000,B,Dec-18,debt_consolidation,Feb-19
2136,25000,B,Dec-18,debt_consolidation,Feb-19
2137,12000,B,Dec-18,debt_consolidation,Feb-19
2138,3000,E,Dec-18,home_improvement,Feb-19
2139,30000,B,Dec-18,home_improvement,Feb-19
2140,25850,A,Dec-18,debt_consolidation,Feb-19
2141,12000,C,Dec-18,debt_consolidation,Feb-19
2142,19200,C,Dec-18,debt_consolidation,Feb-19
